,judge,charge_orc,counts,prior_cases,bond_amt,bond_type,race,year
50428,ODONNELL_JP,2925.11(A),1,0,1500.0,PERSONAL,WHITE,2016
50430,BURNSIDE_JR,2913.02(A)(3),1,1,2500.0,PERSONAL,WHITE,2016
50432,RUSSO_JJ,2925.11(A),1,0,5000.0,CASH/SURETY/PROPERTY,WHITE,2016
50442,SHEEHAN_BJ,2923.13(A)(2),1,2,25000.0,CASH/SURETY/PROPERTY,BLACK,2016
50443,GALL_SE,2909.05(B)(2),1,3,2500.0,CASH/SURETY/PROPERTY,BLACK,2016
50444,WILLIAMS_CC,2913.02(A)(1),1,3,1500.0,CASH/SURETY/PROPERTY,BLACK,2016
50445,WILLIAMS_CC,2913.02(A)(1),1,3,1500.0,CASH/SURETY/PROPERTY,BLACK,2016
50449,MCMONAGLE_MA,2921.02(C),1,0,5000.0,PERSONAL,WHITE,2016
50451,WILLIAMS_CC,2907.06(A)(1),1,2,5000.0,PERSONAL,WHITE,2016
50458,CALABRESE_DR,2921.34.(A)(3),1,2,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
50459,GAUL_D,2925.11(A),1,1,5000.0,CASH/SURETY/PROPERTY,WHITE,2016
50460,CLANCY_M,2921.34.(A)(3),1,6,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
50461,DONNELLY_MP,2921.34.(A)(3),1,3,10000.0,CASH/SURETY/PROPERTY,WHITE,2016
50466,BARKER_PA,2921.38(A),1,0,5000.0,CASH/SURETY/PROPERTY,WHITE,2016
50471,TURNER_DM,2913.51(A),1,0,5000.0,PERSONAL,BLACK,2016
50474,ASTRAB_M,2925.11(A),1,7,2500.0,PERSONAL,BLACK,2016
50479,MCMONAGLE_MA,2925.11(A),1,1,10000.0,CASH/SURETY/PROPERTY,WHITE,2016
50483,GALLAGHER_HL,2913.02(A)(1),1,0,2500.0,PERSONAL,WHITE,2016
50484,ROOM_A,2963.24,1,2,,CASH/SURETY/PROPERTY,BLACK,2016
50485,ROOM_A,2963.24,1,0,,CASH/SURETY/PROPERTY,WHITE,2016
50486,FUERST_NA,2919.25(A),1,3,50000.0,CASH/SURETY/PROPERTY,BLACK,2016
50487,GAUL_D,2921.34.(A)(3),1,8,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
50488,AMBROSE_D,2921.34.(A)(3),1,3,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
50489,MCCORMICK_T,2907.04(A),1,1,25000.0,CASH/SURETY/PROPERTY,BLACK,2016
50491,BARKER_PA,2925.23(B)(1),1,0,2500.0,PERSONAL,OTHER,2016
50492,CALABRESE_DR,2921.34.(A)(3),1,7,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
50498,GAUL_D,2921.34.(A)(3),1,3,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
50499,CORRIGAN_PJ,2919.25(A),1,3,10000.0,PERSONAL,BLACK,2016
50500,FRIEDMAN_SA,2925.11(A),1,0,1500.0,PERSONAL,WHITE,2016
50503,FUERST_NA,2925.11(A),1,4,2500.0,CASH/SURETY/PROPERTY,BLACK,2016
50504,MATIA_DT,2921.34.(A)(3),1,1,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
50515,ROOM_A,2963.24,1,0,,CASH/SURETY/PROPERTY,WHITE,2016
50516,ROOM_A,2963.24,1,0,,CASH/SURETY/PROPERTY,HISPANIC,2016
50518,MATIA_DT,2950.05.E(1),1,8,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
50520,GALLAGHER_HL,2950.05.E(1),1,17,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
50522,FRIEDMAN_SA,2950.05.F(1),1,4,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
50525,SUTULA_KA,2923.16(B),1,0,7500.0,CASH/SURETY/PROPERTY,BLACK,2016
50526,ROOM_A,2925.03(A)(2),1,0,2500.0,CASH/SURETY/PROPERTY,BLACK,2016
50530,SAFFOLD_SS,2907.04(A),1,0,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
50531,FRIEDLAND_CB,2925.22(A),1,0,2500.0,PERSONAL,WHITE,2016
50533,MATIA_DT,2925.23(A),1,0,2500.0,PERSONAL,WHITE,2016
50534,MCMONAGLE_MA,2903.11(A)(1),1,0,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
50539,SHEEHAN_BJ,2917.11(A)(1),1,0,5000.0,CASH/SURETY/PROPERTY,WHITE,2016
50542,CORRIGAN_PJ,2911.12(A)(3),1,4,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
50544,AMBROSE_D,2913.02(A)(1),1,17,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
50555,ROOM_A,2921.34.(A)(3),1,18,,CASH/SURETY/PROPERTY,BLACK,2016
50563,CLANCY_M,2913.02(A)(1),1,0,25000.0,CASH/SURETY/PROPERTY,WHITE,2016
50564,MCDONNELL_NR,2913.51(A),1,1,1500.0,PERSONAL,BLACK,2016
50573,FRIEDMAN_SA,2909.06(A)(1),1,12,2500.0,CASH/SURETY/PROPERTY,BLACK,2016
50586,GALLAGHER_KA,2950.04.E,1,5,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
50587,AMBROSE_D,2909.05(B)(1)(B),1,1,2500.0,CASH/SURETY/PROPERTY,BLACK,2016
50588,ROOM_A,2913.02(A)(1),1,1,,CASH/SURETY/PROPERTY,BLACK,2016
50593,SAFFOLD_SS,2921.36(A)(2),1,3,2500.0,CASH/SURETY/PROPERTY,WHITE,2016
50594,Judge2_NO,2903.11,1,1,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
50595,MATIA_DT,2913.03(B),1,3,5000.0,PERSONAL,BLACK,2016
50597,CORRIGAN_BJ,2925.11(A),1,23,2500.0,PERSONAL,BLACK,2016
50598,GALLAGHER_HL,2911.12(A)(2),1,0,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
50602,ROOM_A,2903.11,1,0,7500.0,CASH/SURETY/PROPERTY,BLACK,2016
50607,GALLAGHER_SM,2921.36(A)(2),1,1,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
50608,FUERST_NA,2950.05.E(1),1,5,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
50610,AMBROSE_D,2950.05.E(1),1,17,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
50611,ROOM_A,2963.24,1,0,,CASH/SURETY/PROPERTY,BLACK,2016
50612,RUSSO_NM,2913.51(A),1,1,3500.0,CASH/SURETY/PROPERTY,BLACK,2016
50613,BARKER_PA,2925.11(A),1,0,2500.0,CASH/SURETY/PROPERTY,WHITE,2016
50616,GALLAGHER_SM,2919.25(A),1,4,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
50619,ROOM_A,2925.11(A),1,0,,CASH/SURETY/PROPERTY,WHITE,2016
50620,ROOM_A,2925.11(A),1,0,,CASH/SURETY/PROPERTY,WHITE,2016
50624,WILLIAMS_CC,2913.31(A)(3),1,4,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
50626,RUSSO_NM,2925.11(A),1,0,1500.0,PERSONAL,WHITE,2016
50627,DONNELLY_MP,2923.24(A),1,3,5000.0,CASH/SURETY/PROPERTY,WHITE,2016
50629,AMBROSE_D,2925.11(A),1,3,2500.0,PERSONAL,WHITE,2016
50633,MCCLELLAND_RC,2911.12(A)(1),1,6,10000.0,PERSONAL,WHITE,2016
50637,FRIEDLAND_CB,2911.02(A)(1),1,5,100000.0,CASH/SURETY/PROPERTY,BLACK,2016
50638,FUERST_NA,2919.25(A),1,0,25000.0,CASH/SURETY/PROPERTY,WHITE,2016
50643,ROOM_A,2911.02,1,0,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
50645,GAUL_D,2925.11(A),1,6,5000.0,CASH/SURETY/PROPERTY,WHITE,2016
50649,SHEEHAN_BJ,2913.02(A)(1),1,17,2500.0,CASH/SURETY/PROPERTY,BLACK,2016
50650,GALL_SE,2925.11(A),1,2,2500.0,CASH/SURETY/PROPERTY,BLACK,2016
50651,MCCORMICK_T,2925.11(A),1,4,2500.0,PERSONAL,BLACK,2016
50652,SUTULA_JD,2903.13(A),1,1,5000.0,CASH/SURETY/PROPERTY,HISPANIC,2016
50653,MCDONNELL_NR,2903.13(A),1,21,25000.0,CASH/SURETY/PROPERTY,BLACK,2016
50658,CALABRESE_DR,2919.27(A)(1),1,1,5000.0,CASH/SURETY/PROPERTY,WHITE,2016
50659,SHEEHAN_BJ,2903.12(A)(1),1,0,1000.0,PERSONAL,BLACK,2016
50662,ROOM_A,2963.24,1,3,,CASH/SURETY/PROPERTY,BLACK,2016
50667,FRIEDMAN_SA,2921.34.(A)(3),1,4,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
50668,MIDAY_S,2921.34.(A)(3),1,3,10000.0,PERSONAL,WHITE,2016
50671,RUSSO_MJ,2950.04.E,1,14,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
50672,MCCLELLAND_RC,2950.06.F,1,17,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
50673,MATIA_DT,2925.11(A),1,7,2500.0,PERSONAL,BLACK,2016
50674,RUSSO_NM,2950.05.F(1),1,4,50000.0,CASH/SURETY/PROPERTY,BLACK,2016
50676,MCCLELLAND_RC,2913.03(A),1,1,2500.0,CASH/SURETY/PROPERTY,BLACK,2016
50683,ROOM_A,2925.11,1,1,,CASH/SURETY/PROPERTY,WHITE,2016
50684,ODONNELL_JP,2913.02(A)(3),1,2,1500.0,PERSONAL,WHITE,2016
50691,GALLAGHER_SM,2921.32(A)(4),1,0,2500.0,PERSONAL,BLACK,2016
50692,JACKSON_ME,2925.11(A),1,8,2500.0,CASH/SURETY/PROPERTY,BLACK,2016
50698,JACKSON_ME,2919.21(A)(2),1,0,1500.0,PERSONAL,WHITE,2016
50699,CORRIGAN_PJ,2925.11(A),1,5,2500.0,PERSONAL,BLACK,2016
50701,RUSSO_NM,2907.09(A)(3),1,0,2500.0,CASH/SURETY/PROPERTY,WHITE,2016
50709,WILLIAMS_CC,2950.04.E,1,5,10000.0,PERSONAL,BLACK,2016
50710,FRIEDMAN_SA,2950.06.F,1,13,2500.0,PERSONAL,BLACK,2016
50711,FRIEDMAN_SA,2950.06.F,1,13,10000.0,PERSONAL,BLACK,2016
50712,BURNSIDE_JR,2950.05.F(1),1,12,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
50713,CALABRESE_DR,2950.06.F,1,7,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
50714,CALABRESE_DR,2950.04.E,1,5,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
50721,CALABRESE_DR,2911.12(B),1,3,7500.0,CASH/SURETY/PROPERTY,BLACK,2016
50727,SUTULA_KA,2925.03(A)(2),1,12,1500.0,CASH/SURETY/PROPERTY,BLACK,2016
50728,RUSSO_NM,2925.11(A),1,11,2500.0,CASH/SURETY/PROPERTY,BLACK,2016
50731,ODONNELL_JP,2925.11(A),1,2,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
50733,MCCORMICK_T,2913.03(B),1,12,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
50735,SHAUGHNESSY_MP,2925.11(A),1,9,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
50742,MATIA_DT,2903.13(A),1,0,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
50745,SYNENBERG_J,2921.331(B),1,15,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
50747,GAUL_D,2925.11(A),1,3,1000.0,PERSONAL,WHITE,2016
50748,JACKSON_ME,2923.12(A)(2),1,0,2500.0,CASH/SURETY/PROPERTY,BLACK,2016
50751,RUSSO_JD,2921.34.(A)(3),1,3,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
50755,BURNSIDE_JR,2921.331(B),1,1,15000.0,CASH/SURETY/PROPERTY,WHITE,2016
50758,ROOM_A,2923.12(A)(2),1,0,1500.0,CASH/SURETY/PROPERTY,BLACK,2016
50765,ROOM_A,2925.11,1,3,3500.0,CASH/SURETY/PROPERTY,WHITE,2016
50766,GAUL_D,2913.02(A)(3),1,0,2500.0,PERSONAL,BLACK,2016
50767,JACKSON_ME,2925.31(A),1,24,10000.0,CASH/SURETY/PROPERTY,WHITE,2016
50776,GALL_SE,2923.12(A)(2),1,3,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
50780,WILLIAMS_CC,2950.05.F(1),1,3,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
50787,GAUL_D,2925.11(A),1,2,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
50788,JACKSON_ME,2921.34(A)(1),1,1,2500.0,CASH/SURETY/PROPERTY,BLACK,2016
50790,WILLIAMS_CC,2913.03(A),1,0,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
50795,ODONNELL_JP,2923.12(A)(2),1,2,50000.0,PERSONAL,BLACK,2016
50804,AMBROSE_D,2913.51(A),1,1,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
50805,DONNELLY_MP,2913.51(A),1,0,2500.0,PERSONAL,BLACK,2016
50806,ROOM_A,2913.51,1,4,2500.0,CASH/SURETY/PROPERTY,BLACK,2016
50813,ROOM_A,2911.13,1,27,2500.0,PERSONAL,BLACK,2016
50815,ASTRAB_M,2923.12(A)(2),1,0,2500.0,CASH/SURETY/PROPERTY,BLACK,2016
50816,AMBROSE_D,2923.12(A)(2),1,1,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
50821,VILLANUEVA_JA,2913.02(A)(1),1,1,3500.0,CASH/SURETY/PROPERTY,WHITE,2016
50822,SYNENBERG_J,2913.02(A)(1),1,3,2500.0,CASH/SURETY/PROPERTY,BLACK,2016
50829,AMBROSE_D,2921.04(B)(1),1,0,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
50836,JACKSON_ME,2913.02(A)(3),1,9,2500.0,PERSONAL,BLACK,2016
50838,Judge2_NO,2913.02,1,4,,CASH/SURETY/PROPERTY,BLACK,2016
50839,FRIEDLAND_CB,2913.03(B),1,0,2500.0,PERSONAL,WHITE,2016
50843,MCMONAGLE_MA,2925.11(A),1,0,5000.0,CASH/SURETY/PROPERTY,WHITE,2016
50848,FRIEDLAND_CB,2919.25(A),1,6,50000.0,CASH/SURETY/PROPERTY,BLACK,2016
50849,MATIA_DT,2925.11(A),1,0,5000.0,CASH/SURETY/PROPERTY,WHITE,2016
50852,CLANCY_M,2913.02(A)(1),1,1,2500.0,CASH/SURETY/PROPERTY,WHITE,2016
50857,SAFFOLD_SS,2925.11(A),1,0,2500.0,CASH/SURETY/PROPERTY,WHITE,2016
50858,SUTULA_KA,2903.13(A),1,0,1500.0,CASH/SURETY/PROPERTY,WHITE,2016
50860,SHEEHAN_BJ,2925.11(A),1,3,1500.0,CASH/SURETY/PROPERTY,WHITE,2016
50861,SHEEHAN_BJ,2925.11(A),1,3,1500.0,CASH/SURETY/PROPERTY,WHITE,2016
50891,Judge2_NO,2903.11,1,1,,CASH/SURETY/PROPERTY,BLACK,2016
50893,GALLAGHER_HL,2925.11(A),1,2,2500.0,CASH/SURETY/PROPERTY,BLACK,2016
50894,GAUL_D,2925.03(A)(2),1,3,1000.0,PERSONAL,BLACK,2016
50897,DONNELLY_MP,2925.11(A),1,6,2500.0,PERSONAL,BLACK,2016
50899,SAFFOLD_SS,2950.05.F(1),1,7,5000.0,PERSONAL,BLACK,2016
50905,SUTULA_KA,2923.12(A)(2),1,0,25000.0,CASH/SURETY/PROPERTY,BLACK,2016
50908,ROOM_A,2913.02(A)(1),1,0,,CASH/SURETY/PROPERTY,WHITE,2016
50913,SUTULA_KA,2919.25(A),1,2,20000.0,CASH/SURETY/PROPERTY,BLACK,2016
50916,GALLAGHER_HL,2921.34.(A)(3),1,7,25000.0,CASH/SURETY/PROPERTY,BLACK,2016
50918,CORRIGAN_BJ,2950.06.F,1,3,2500.0,PERSONAL,BLACK,2016
50919,RUSSO_MJ,2950.06.F,1,6,2500.0,PERSONAL,BLACK,2016
50920,MCCLELLAND_RC,2950.04.E,1,6,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
50925,CALABRESE_DR,2925.23(B)(1),1,0,1500.0,PERSONAL,BLACK,2016
50927,MCCORMICK_T,2911.13,1,3,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
50929,SYNENBERG_J,2919.25(A),1,1,25000.0,CASH/SURETY/PROPERTY,BLACK,2016
50930,SUTULA_JD,2950.06.F,1,1,10000.0,CASH/SURETY/PROPERTY,WHITE,2016
50932,Judge2_NO,2911.02,1,11,,CASH/SURETY/PROPERTY,BLACK,2016
50933,CALABRESE_DR,2919.25(A),1,4,30000.0,CASH/SURETY/PROPERTY,BLACK,2016
50936,ROOM_A,2913.02,1,1,1500.0,CASH/SURETY/PROPERTY,BLACK,2016
50939,CALABRESE_DR,2919.25(A),1,0,25000.0,CASH/SURETY/PROPERTY,WHITE,2016
50943,GALLAGHER_SM,2921.34(A)(2)(B),1,4,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
50946,RUSSO_JD,2921.31(A),1,7,7500.0,CASH/SURETY/PROPERTY,BLACK,2016
50951,CLANCY_M,2923.13(A)(2),1,8,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
50953,RUSSO_JJ,2925.03(A)(2),1,8,1500.0,CASH/SURETY/PROPERTY,BLACK,2016
50954,ROOM_A,2913.02,1,0,1500.0,PERSONAL,BLACK,2016
50955,SAFFOLD_SS,2925.11(A),1,11,1500.0,CASH/SURETY/PROPERTY,WHITE,2016
50957,ROOM_A,2911.12,1,2,100000.0,CASH/SURETY/PROPERTY,WHITE,2016
50958,BURNSIDE_JR,2913.11(B),1,2,2500.0,PERSONAL,WHITE,2016
50960,RUSSO_JD,2923.16(B),1,1,10000.0,PERSONAL,WHITE,2016
50964,MCCORMICK_T,2925.11(A),1,4,2500.0,PERSONAL,WHITE,2016
50966,BURNSIDE_JR,2923.16(B),1,2,2500.0,PERSONAL,BLACK,2016
50971,GALL_SE,2925.11(A),1,10,1500.0,PERSONAL,BLACK,2016
50975,MATIA_DT,2911.211(A),1,0,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
50979,SUTULA_KA,2921.34.(A)(3),1,6,10000.0,CASH/SURETY/PROPERTY,WHITE,2016
50980,WILLIAMS_CC,2921.34.(A)(3),1,8,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
50981,GALLAGHER_KA,2921.34.(A)(3),1,5,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
50983,CALABRESE_DR,2925.11(A),1,4,1500.0,CASH/SURETY/PROPERTY,WHITE,2016
50989,CORRIGAN_BJ,2925.11(A),1,15,2500.0,PERSONAL,BLACK,2016
50995,BARKER_PA,2903.13(A),1,0,20000.0,CASH/SURETY/PROPERTY,WHITE,2016
50997,GAUL_D,2913.02(A)(1),1,0,1000.0,PERSONAL,WHITE,2016
50999,RUSSO_MJ,2913.03(A),1,0,2500.0,PERSONAL,BLACK,2016
51004,JACKSON_ME,2919.25(A),1,1,10000.0,PERSONAL,WHITE,2016
51005,PROGRAM_D,2913.02(A)(1),1,0,1000.0,PERSONAL,HISPANIC,2016
51006,FRIEDMAN_SA,2925.11(A),1,4,2500.0,PERSONAL,BLACK,2016
51008,MATIA_DT,2925.11(A),1,2,2500.0,PERSONAL,WHITE,2016
51014,CORRIGAN_BJ,2903.12(A)(1),1,2,5000.0,PERSONAL,BLACK,2016
51017,RUSSO_NM,2915.02(A)(2),1,0,,CASH/SURETY/PROPERTY,WHITE,2016
51018,SYNENBERG_J,2950.04.E,1,6,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51022,MATIA_DT,2913.03(A),1,5,1500.0,CASH/SURETY/PROPERTY,BLACK,2016
51026,CORRIGAN_PJ,2919.25(A),1,4,5000.0,PERSONAL,BLACK,2016
51027,CORRIGAN_PJ,2919.25(A),1,4,5000.0,PERSONAL,BLACK,2016
51028,SYNENBERG_J,2919.25(A),1,6,25000.0,CASH/SURETY/PROPERTY,BLACK,2016
51031,RUSSO_MJ,2925.11(A),1,0,2500.0,PERSONAL,WHITE,2016
51034,SYNENBERG_J,2913.51(A),1,16,5000.0,CASH/SURETY/PROPERTY,WHITE,2016
51046,MCDONNELL_NR,2903.13(A),1,0,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
51048,CLANCY_M,2923.13(A)(3),1,2,5000.0,CASH/SURETY/PROPERTY,WHITE,2016
51059,FUERST_NA,2921.331(B),1,0,5000.0,CASH/SURETY/PROPERTY,WHITE,2016
51063,ROOM_A,2913.51,1,11,,CASH/SURETY/PROPERTY,BLACK,2016
51064,GALL_SE,2919.25(A),1,2,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51067,SHAUGHNESSY_MP,2921.34.(A)(3),1,0,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51070,BURNSIDE_JR,2921.34.(A)(3),1,4,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51072,FRIEDMAN_SA,2925.11(A),1,3,2500.0,PERSONAL,WHITE,2016
51073,BARKER_PA,2921.34.(A)(3),1,12,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51074,Judge2_NO,2903.11,1,1,,CASH/SURETY/PROPERTY,BLACK,2016
51080,RUSSO_JJ,2913.02(A)(3),1,0,1500.0,PERSONAL,WHITE,2016
51081,RUSSO_MJ,2925.11(A),1,5,2500.0,PERSONAL,WHITE,2016
51084,CALABRESE_DR,2925.11(A),1,8,1500.0,PERSONAL,BLACK,2016
51086,CALABRESE_DR,2913.02(A)(1),1,5,5000.0,CASH/SURETY/PROPERTY,WHITE,2016
51088,ROOM_A,2903.11,1,11,,CASH/SURETY/PROPERTY,BLACK,2016
51090,DONNELLY_MP,2911.02(A)(2),1,0,5000.0,PERSONAL,BLACK,2016
51091,DONNELLY_MP,2911.02(A)(2),1,0,5000.0,PERSONAL,BLACK,2016
51092,SUTULA_KA,2921.34.(A)(3),1,12,10000.0,PERSONAL,WHITE,2016
51093,SUTULA_KA,2950.06.F,1,2,10000.0,CASH/SURETY/PROPERTY,WHITE,2016
51098,ROOM_A,2921.32,1,3,,CASH/SURETY/PROPERTY,HISPANIC,2016
51099,SHEEHAN_BJ,2950.06.F,1,11,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51100,DONNELLY_MP,2921.34.(A)(3),1,2,20000.0,CASH/SURETY/PROPERTY,WHITE,2016
51102,SUTULA_KA,2925.11(A),1,8,2500.0,PERSONAL,BLACK,2016
51105,RUSSO_MJ,2925.11(A),1,4,2500.0,PERSONAL,BLACK,2016
51106,ROOM_A,2913.51,1,1,,PERSONAL,BLACK,2016
51107,RUSSO_NM,2923.12(A)(2),1,0,15000.0,PERSONAL,BLACK,2016
51108,RUSSO_NM,2923.12(A)(2),1,0,15000.0,PERSONAL,BLACK,2016
51109,GAUL_D,2905.02(A)(2),1,13,1000.0,PERSONAL,BLACK,2016
51113,MATIA_DT,2913.02(A)(1),1,1,1500.0,PERSONAL,HISPANIC,2016
51115,MCDONNELL_NR,2925.11(A),1,0,1500.0,PERSONAL,BLACK,2016
51117,BURNSIDE_JR,2925.11(A),1,0,1500.0,PERSONAL,WHITE,2016
51131,ROOM_A,2963.24,1,1,,CASH/SURETY/PROPERTY,WHITE,2016
51132,ROOM_A,2963.24,1,1,,CASH/SURETY/PROPERTY,BLACK,2016
51135,FUERST_NA,2913.51(A),1,8,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51136,SYNENBERG_J,2923.12(A)(2),1,0,2500.0,PERSONAL,BLACK,2016
51137,MCCLELLAND_RC,2919.25(A),1,3,10000.0,PERSONAL,WHITE,2016
51147,GALLAGHER_SM,2913.03(A),1,6,2500.0,PERSONAL,BLACK,2016
51154,ROOM_A,2907.02(A)(2),1,0,,CASH/SURETY/PROPERTY,,2016
51159,ODONNELL_JP,2913.51(A),1,0,2500.0,PERSONAL,BLACK,2016
51160,ROOM_A,2919.25(A),1,11,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51165,SAFFOLD_SS,2919.21(B),1,1,1500.0,CASH/SURETY/PROPERTY,WHITE,2016
51167,SUTULA_JD,2925.11(A),1,0,2500.0,PERSONAL,WHITE,2016
51171,CLANCY_M,2925.11(A),1,12,2500.0,PERSONAL,BLACK,2016
51173,ASTRAB_M,2950.05.F(1),1,0,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51178,ODONNELL_JP,2923.16(C)(1),1,0,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
51183,SYNENBERG_J,2919.25(A),1,7,25000.0,CASH/SURETY/PROPERTY,BLACK,2016
51186,DONNELLY_MP,2921.34.(A)(3),1,25,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51188,DONNELLY_MP,2921.34.(A)(3),1,9,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51190,GALLAGHER_SM,2923.12(A)(2),1,1,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
51192,CORRIGAN_PJ,2921.31(A),1,0,1500.0,PERSONAL,BLACK,2016
51195,JACKSON_ME,2911.12(A)(3),1,30,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51206,ROOM_A,2921.13,1,4,,CASH/SURETY/PROPERTY,BLACK,2016
51207,FRIEDMAN_SA,2913.51(A),1,0,2500.0,PERSONAL,BLACK,2016
51211,SUTULA_JD,2925.11(A),1,1,2500.0,PERSONAL,WHITE,2016
51214,ROOM_A,2921.34,1,1,,CASH/SURETY/PROPERTY,WHITE,2016
51221,SHEEHAN_BJ,2913.02(A)(2),1,17,2500.0,CASH/SURETY/PROPERTY,BLACK,2016
51223,GALLAGHER_HL,2925.12(A),1,4,1500.0,PERSONAL,BLACK,2016
51228,ROOM_A,2913.02(A)(1),1,0,,CASH/SURETY/PROPERTY,WHITE,2016
51233,GAUL_D,2913.51(A),1,6,15000.0,CASH/SURETY/PROPERTY,BLACK,2016
51234,Judge2_NO,2919.25,1,5,,CASH/SURETY/PROPERTY,BLACK,2016
51235,GALL_SE,2903.12(A)(1),1,1,25000.0,CASH/SURETY/PROPERTY,WHITE,2016
51236,SAFFOLD_SS,2925.11(A),1,0,1500.0,PERSONAL,WHITE,2016
51237,Judge2_NO,2907.02,1,4,,CASH/SURETY/PROPERTY,BLACK,2016
51238,CORRIGAN_BJ,2913.02(A)(3),1,4,25000.0,CASH/SURETY/PROPERTY,BLACK,2016
51239,CALABRESE_DR,2903.13(A),1,2,15000.0,CASH/SURETY/PROPERTY,BLACK,2016
51240,ROOM_A,2909.03,1,5,5000.0,CASH/SURETY/PROPERTY,WHITE,2016
51243,FRIEDLAND_CB,2919.25(A),1,4,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51249,MCCLELLAND_RC,2911.13(A),1,15,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
51250,JACKSON_ME,2925.11(A),1,0,5000.0,PERSONAL,WHITE,2016
51260,MCCLELLAND_RC,2950.06.F,1,4,5000.0,PERSONAL,BLACK,2016
51261,AMBROSE_D,2950.06.F,1,5,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51263,WILLIAMS_CC,2925.11(A),1,0,1500.0,PERSONAL,OTHER,2016
51274,GAUL_D,2921.34.(A)(3),1,4,20000.0,CASH/SURETY/PROPERTY,WHITE,2016
51277,VILLANUEVA_JA,2925.11(A),1,1,1500.0,PERSONAL,OTHER,2016
51278,ASTRAB_M,2925.11(A),1,0,1500.0,CASH/SURETY/PROPERTY,BLACK,2016
51280,RUSSO_NM,2921.34.(A)(3),1,5,25000.0,CASH/SURETY/PROPERTY,WHITE,2016
51284,SYNENBERG_J,2925.11(A),1,1,2500.0,CASH/SURETY/PROPERTY,WHITE,2016
51288,GALLAGHER_SM,2925.11(A),1,5,2500.0,PERSONAL,BLACK,2016
